9.85118 6.76289
9.07055 6.29974
8.40782 5.34974
7.88947 5.56096
7.54559 5.31565
7.19611 4.73346
6.88057 4.65383
6.57139 4.68903
6.33056 4.74008
6.15239 4.53803
5.8842 4.50025
5.63193 4.12228
5.43826 3.58834
5.208 3.27586
4.98491 3.18037
4.75308 2.96897
4.59614 3.02385
4.4143 2.77881
4.28759 2.60629
4.14067 2.93674
4.06755 2.93988
4.05555 2.92884
3.94476 2.61418
3.87456 2.71615
3.86363 2.6448
3.78635 2.39231
3.75337 2.48446
3.68823 2.62617
3.61123 2.20804
3.55838 2.35712
3.54913 2.27162
3.47312 2.43139
3.46755 2.14686
3.38587 2.3074
3.27524 2.13729
3.16607 2.13662
3.12709 2.11926
3.08018 1.74262
3.0077 2.07764
2.96632 1.84861
2.88104 1.82713
2.82051 1.72135
2.76166 1.77675
2.67306 1.71565
2.5756 1.71856
2.49476 1.70408
2.45182 1.72159
2.3562 1.6281
2.29733 1.64328
2.2404 1.39344
2.19781 1.41051
2.16274 1.41051
2.12378 1.40637
2.13666 1.51812
2.09298 1.45801
2.0884 1.4219
2.07658 1.4362
2.04673 1.33953
2.0357 1.33953
2.01408 1.33953
2.01093 1.35349
2.00791 1.35185
2.02587 1.30396
2.01867 1.34021
2.01204 1.30637
1.9579 1.30512
1.94206 1.22608
1.88088 1.26325
1.87398 1.2348
1.89921 1.22654
1.8804 1.24228
1.89099 1.29085
1.94037 1.28109
1.93526 1.2633
1.91506 1.24228
1.84749 1.24228
1.86571 1.21205
1.81976 1.21205
1.82238 1.21205
1.80543 1.20467
1.76464 1.22065
1.73365 1.21163
1.69729 1.22065
1.67001 1.21265
1.66214 1.21475
1.67323 1.19757
1.65322 1.19757
1.65042 1.19817
1.63919 1.19817
1.63529 1.19817
1.62997 1.21475
1.63767 1.21205
1.6009 1.19757
1.61921 1.19757
1.59158 1.19757
1.57393 1.19757
1.59678 1.19757
1.62381 1.21205
1.63117 1.22013
1.6487 1.23252
1.65628 1.19968
1.69613 1.19968
1.67494 1.18074
1.68533 1.21258
1.68829 1.21415
1.69303 1.21475
1.71585 1.21475
1.72887 1.19934
1.70942 1.20028
1.74539 1.21145
1.79 1.19159
1.75915 1.19604
1.73884 1.19604
1.67133 1.18579
1.65869 1.18579
1.58204 1.18823
1.56085 1.16263
1.58103 1.16507
1.55515 1.17712
1.4997 1.17288
1.50555 1.18089
1.49892 1.18089
1.53617 1.17652
1.51034 1.1766
1.50361 1.15186
1.47874 1.15395
1.44915 1.13947
1.44487 1.13947
1.46279 1.13947
1.51474 1.13947
1.51743 1.11631
1.49158 1.16263
1.49272 1.13947
1.47016 1.17396
1.50723 1.17396
1.51764 1.12008
1.5359 1.16263
1.55549 1.13947
1.54333 1.14521
1.54931 1.14521
1.58138 1.13671
1.58057 1.13947
1.57128 1.14521
1.54761 1.16263
1.5344 1.16263
1.5452 1.15933
1.49029 1.15873
1.42139 1.15873
1.40601 1.15933
1.44048 1.15773
1.48068 1.15773
1.5198 1.15773
1.49908 1.15773
1.50292 1.15773
1.46937 1.15773
1.43944 1.15773
1.41035 1.15773
1.36906 1.15773
1.34943 1.15773
1.33014 1.15773
1.39723 1.15713
1.41055 1.15713
1.39617 1.15773
1.40995 1.07963
1.42364 1.07803
1.46091 1.10556
1.44648 1.15713
1.40729 1.15713
1.36218 1.15773
1.36601 1.07963
1.3641 1.07963
1.32523 1.07963
1.3003 1.15713
1.30244 1.07963
1.32193 1.07963
1.28383 1.15284
1.27387 1.15284
1.26139 1.15284
1.26939 1.15284
1.28366 1.15259
1.31306 1.15284
1.28871 1.15284
1.30999 1.15284
1.28312 1.15284
1.26378 1.15284
1.22144 1.07803
1.21095 1.07803
1.16082 1.07803
1.15792 1.07803
1.16042 1.07374
1.17099 1.07374
1.15605 1.07374
1.14971 1.07374
1.13935 1.07374
1.14166 1.07374
1.13105 1.07374
1.11432 1.07374
1.11921 1.07374
1.09142 1.07374
1.07973 1.07374
1.07454 1.07374
1.07374 1.07374
1.07374 1.07374
1.07374 1.07374
1.07816 1.07374
1.14045 1.07374
1.1301 1.07374
1.09534 1.06074
1.07615 1.06074
1.07365 1.06074
1.07365 1.06074
1.07348 1.06074
1.07302 1.06074
1.07223 1.06074
1.0709 1.06074
1.06879 1.06074
1.06615 1.06074
1.06214 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
1.06074 1.06074
